Index,0 [STRING(0x0)][0x0],1,0,0,0
22856,"Ryumyaku Sune-ate of Scouting",38,"513,3,0,0","0,0,0,0",2
22858,"Ryumyaku Hitai-ate of Healing",34,"518,1,0,0","0,0,0,0",2
22860,"Ryumyaku Dogi of Healing",35,"518,1,0,0","0,0,0,0",2
22862,"Ryumyaku Kote of Healing",37,"519,2,0,0","0,0,0,0",2
22864,"Ryumyaku Tsutsu-hakama of Healing",36,"519,2,0,0","0,0,0,0",2
22866,"Ryumyaku Choka of Healing",38,"519,2,0,0","0,0,0,0",2
22868,"Ryumyaku Seibo of Casting",34,"519,1,0,0","0,0,0,0",2
22870,"Ryumyaku Dogi of Casting",35,"519,1,0,0","0,0,0,0",2
22872,"Ryumyaku Kote of Casting",37,"519,1,0,0","0,0,0,0",2
22874,"Ryumyaku Tsutsu-hakama of Casting",36,"519,1,0,0","0,0,0,0",2
22876,"Ryumyaku Choka of Casting",38,"519,1,0,0","0,0,0,0",2
22878,"Ryumyaku Earring of Fending",41,"100,1,0,0","0,0,0,0",2
22880,"Ryumyaku Earring of Slaying",41,"100,1,0,0","0,0,0,0",2
22882,"Ryumyaku Earring of Aiming",41,"100,1,0,0","0,0,0,0",2
22884,"Ryumyaku Earring of Healing",41,"100,1,0,0","0,0,0,0",2
22886,"Ryumyaku Earring of Casting",41,"100,1,0,0","0,0,0,0",2
22888,"Ryumyaku Necklace of Fending",40,"100,1,0,0","0,0,0,0",2
22890,"Ryumyaku Necklace of Slaying",40,"100,1,0,0","0,0,0,0",2
22892,"Ryumyaku Necklace of Aiming",40,"100,1,0,0","0,0,0,0",2
22894,"Ryumyaku Necklace of Healing",40,"100,1,0,0","0,0,0,0",2
22896,"Ryumyaku Necklace of Casting",40,"100,1,0,0","0,0,0,0",2
22898,"Ryumyaku Bracelet of Fending",42,"100,1,0,0","0,0,0,0",2
22900,"Ryumyaku Bracelet of Slaying",42,"100,1,0,0","0,0,0,0",2
22902,"Ryumyaku Bracelet of Aiming",42,"100,1,0,0","0,0,0,0",2
22904,"Ryumyaku Bracelet of Healing",42,"100,1,0,0","0,0,0,0",2
22906,"Ryumyaku Bracelet of Casting",42,"100,1,0,0","0,0,0,0",2
22908,"Ryumyaku Ring of Fending",43,"100,1,0,0","0,0,0,0",2
22910,"Ryumyaku Ring of Slaying",43,"100,1,0,0","0,0,0,0",2
22912,"Ryumyaku Ring of Aiming",43,"100,1,0,0","0,0,0,0",2
22914,"Ryumyaku Ring of Healing",43,"100,1,0,0","0,0,0,0",2
22916,"Ryumyaku Ring of Casting",43,"100,1,0,0","0,0,0,0",2
22917,"Homura Kai",2,"201,102,1,0","0,0,0,0",2
22918,"Jikki Kai",1,"321,12,1,0","371,12,1,0",2
22919,"Mikazuki Kai",3,"401,78,1,0","0,0,0,0",2
22920,"Otegine Kai",5,"501,71,1,0","0,0,0,0",2
22921,"Kujakuo Kai",4,"601,62,1,0","698,66,1,0",2
22922,"Niokiyotsuna Kai",84,"1801,72,1,0","1851,72,1,0",2
22923,"Odenta Kai",87,"1501,71,1,0","0,0,0,0",2
22924,"Ikkansai Kai",88,"2001,52,1,0","2099,1,1,0",2
22925,"Byakurenge Kai",9,"813,1,1,0","0,0,0,0",2
22926,"Makibi Kai",7,"1012,1,1,0","0,0,0,0",2
22927,"Kinyoshu Kai",10,"1701,66,1,0","0,0,0,0",2
22928,"Koyoshu Kai",98,"1701,66,2,0","0,0,0,0",2
22929,"Kontengi Kai",89,"2101,59,1,0","2199,1,100,0",2
22930,"Kanesada Kai",96,"2202,10,1,0","2251,46,1,0",2
22931,"Shishio Kai",97,"2301,46,1,0","2351,37,1,0",2
22932,"Mitsuba Kai",11,"101,71,1,0","0,0,0,0",2
22934,"Dai-ryumyaku Hachigane of Fending",34,"513,1,0,0","0,0,0,0",2
22936,"Dai-ryumyaku Jufuku of Fending",35,"513,1,0,0","0,0,0,0",2
22938,"Dai-ryumyaku Kote of Fending",37,"513,1,0,0","0,0,0,0",2
22940,"Dai-ryumyaku Jui of Fending",36,"513,1,0,0","0,0,0,0",2
22942,"Dai-ryumyaku Sune-ate of Fending",38,"513,1,0,0","0,0,0,0",2
22944,"Dai-ryumyaku Hachigane of Maiming",34,"515,2,0,0","0,0,0,0",2
22946,"Dai-ryumyaku Jufuku of Maiming",35,"514,1,0,0","0,0,0,0",2
22948,"Dai-ryumyaku Kote of Maiming",37,"513,5,0,0","0,0,0,0",2
22950,"Dai-ryumyaku Tsutsu-hakama of Maiming",36,"515,2,0,0","0,0,0,0",2
22952,"Dai-ryumyaku Sune-ate of Maiming",38,"513,5,0,0","0,0,0,0",2
22954,"Dai-ryumyaku Hachigane of Striking",34,"515,1,0,0","0,0,0,0",2
22956,"Dai-ryumyaku Togi of Striking",35,"515,1,0,0","0,0,0,0",2
22958,"Dai-ryumyaku Kote of Striking",37,"513,4,0,0","0,0,0,0",2
22960,"Dai-ryumyaku Tsutsu-hakama of Striking",36,"515,1,0,0","0,0,0,0",2
22962,"Dai-ryumyaku Sune-ate of Striking",38,"513,4,0,0","0,0,0,0",2
22964,"Dai-ryumyaku Hachigane of Aiming",34,"513,2,0,0","0,0,0,0",2
22966,"Dai-ryumyaku Jufuku of Aiming",35,"516,1,0,0","0,0,0,0",2
22968,"Dai-ryumyaku Kote of Aiming",37,"513,2,0,0","0,0,0,0",2
22970,"Dai-ryumyaku Jui of Aiming",36,"513,2,0,0","0,0,0,0",2
22972,"Dai-ryumyaku Sune-ate of Aiming",38,"513,2,0,0","0,0,0,0",2
22974,"Dai-ryumyaku Hachigane of Scouting",34,"513,3,0,0","0,0,0,0",2
22976,"Dai-ryumyaku Togi of Scouting",35,"517,1,0,0","0,0,0,0",2
22978,"Dai-ryumyaku Kote of Scouting",37,"513,3,0,0","0,0,0,0",2
22980,"Dai-ryumyaku Tsutsu-hakama of Scouting",36,"515,3,0,0","0,0,0,0",2
22982,"Dai-ryumyaku Sune-ate of Scouting",38,"513,3,0,0","0,0,0,0",2
22984,"Dai-ryumyaku Hitai-ate of Healing",34,"518,1,0,0","0,0,0,0",2
22986,"Dai-ryumyaku Dogi of Healing",35,"518,1,0,0","0,0,0,0",2
22988,"Dai-ryumyaku Kote of Healing",37,"519,2,0,0","0,0,0,0",2
22990,"Dai-ryumyaku Tsutsu-hakama of Healing",36,"519,2,0,0","0,0,0,0",2
22992,"Dai-ryumyaku Choka of Healing",38,"519,2,0,0","0,0,0,0",2
22994,"Dai-ryumyaku Seibo of Casting",34,"519,1,0,0","0,0,0,0",2
22996,"Dai-ryumyaku Dogi of Casting",35,"519,1,0,0","0,0,0,0",2
22998,"Dai-ryumyaku Kote of Casting",37,"519,1,0,0","0,0,0,0",2
23000,"Dai-ryumyaku Tsutsu-hakama of Casting",36,"519,1,0,0","0,0,0,0",2
23002,"Dai-ryumyaku Choka of Casting",38,"519,1,0,0","0,0,0,0",2
23004,"Dai-ryumyaku Earring of Fending",41,"100,1,0,0","0,0,0,0",2
23006,"Dai-ryumyaku Earring of Slaying",41,"100,1,0,0","0,0,0,0",2
23008,"Dai-ryumyaku Earring of Aiming",41,"100,1,0,0","0,0,0,0",2
23010,"Dai-ryumyaku Earring of Healing",41,"100,1,0,0","0,0,0,0",2
23012,"Dai-ryumyaku Earring of Casting",41,"100,1,0,0","0,0,0,0",2
23014,"Dai-ryumyaku Necklace of Fending",40,"100,1,0,0","0,0,0,0",2
23016,"Dai-ryumyaku Necklace of Slaying",40,"100,1,0,0","0,0,0,0",2
23018,"Dai-ryumyaku Necklace of Aiming",40,"100,1,0,0","0,0,0,0",2
23020,"Dai-ryumyaku Necklace of Healing",40,"100,1,0,0","0,0,0,0",2
23022,"Dai-ryumyaku Necklace of Casting",40,"100,1,0,0","0,0,0,0",2
23024,"Dai-ryumyaku Bracelet of Fending",42,"100,1,0,0","0,0,0,0",2
23026,"Dai-ryumyaku Bracelet of Slaying",42,"100,1,0,0","0,0,0,0",2
23028,"Dai-ryumyaku Bracelet of Aiming",42,"100,1,0,0","0,0,0,0",2
23030,"Dai-ryumyaku Bracelet of Healing",42,"100,1,0,0","0,0,0,0",2
23032,"Dai-ryumyaku Bracelet of Casting",42,"100,1,0,0","0,0,0,0",2
23034,"Dai-ryumyaku Ring of Fending",43,"100,1,0,0","0,0,0,0",2
23036,"Dai-ryumyaku Ring of Slaying",43,"100,1,0,0","0,0,0,0",2
23038,"Dai-ryumyaku Ring of Aiming",43,"100,1,0,0","0,0,0,0",2
23040,"Dai-ryumyaku Ring of Healing",43,"100,1,0,0","0,0,0,0",2
23042,"Dai-ryumyaku Ring of Casting",43,"100,1,0,0","0,0,0,0",2
23043,"Byakko's Stone Sword",2,"201,101,1,0","0,0,0,0",2
23044,"Byakko's Fists",1,"323,22,1,0","373,22,1,0",2
23045,"Byakko's Greataxe",3,"411,1,1,0","0,0,0,0",2
23046,"Byakko's Lance",5,"501,70,1,0","0,0,0,0",2
23047,"Byakko's Lutebow",4,"601,61,1,0","698,65,1,0",2
23048,"Byakko's Handscythes",84,"1801,71,1,0","1851,71,1,0",2
23049,"Byakko's Greatsword",87,"1501,70,1,0","0,0,0,0",2
23050,"Byakko's Revolver",88,"2001,51,1,0","2099,1,1,0",2
23051,"Byakko's Cane",9,"808,10,1,0","0,0,0,0",2
23052,"Byakko's Rod",7,"1001,69,1,0","0,0,0,0",2
23053,"Byakko's Grimoire",10,"1701,65,1,0","0,0,0,0",2
23054,"Byakko's Codex",98,"1701,65,2,0","0,0,0,0",2
23055,"Byakko's Ephemeris",89,"2101,58,1,0","2199,1,99,0",2
23056,"Byakko's Katana",96,"2201,32,1,0","2251,45,1,0",2
23057,"Byakko's Estoc",97,"2301,45,1,0","2351,36,1,0",2
23058,"Byakko's Shield",11,"101,70,1,0","0,0,0,0",2
23059,"Diamond Sword",2,"201,103,1,0","0,0,0,0",2
23060,"Diamond Knuckles",1,"323,23,1,0","373,23,1,0",2
23061,"Diamond Axe",3,"401,79,1,0","0,0,0,0",2
23062,"Diamond Halberd",5,"501,72,1,0","0,0,0,0",2
23063,"Diamond Bow",4,"601,63,1,0","698,67,1,0",2
23064,"Diamond Daggers",84,"1801,74,1,0","1851,74,1,0",2
23065,"Diamond Greatsword",87,"1501,72,1,0","0,0,0,0",2
23066,"Diamond Musketoon",88,"2001,53,1,0","2099,1,1,0",2
23067,"Diamond Cane",9,"814,1,1,0","0,0,0,0",2
23068,"Diamond Rod",7,"1001,70,1,0","0,0,0,0",2
23069,"Diamond Grimoire",10,"1701,67,1,0","0,0,0,0",2
23070,"Diamond Codex",98,"1701,68,1,0","0,0,0,0",2
23071,"Diamond Sextant",89,"2101,60,1,0","2199,1,101,0",2
23072,"Diamond Katana",96,"2201,33,1,0","2251,47,1,0",2
23073,"Diamond Tuck",97,"2301,47,1,0","2351,38,1,0",2
23074,"Diamond Shield",11,"101,72,1,0","0,0,0,0",2
23076,"Diamond Circlet of Fending",34,"520,1,0,0","0,0,0,0",2
23078,"Diamond Armor of Fending",35,"520,1,0,0","0,0,0,0",2
23080,"Diamond Gauntlets of Fending",37,"520,1,0,0","0,0,0,0",2
23082,"Diamond Trousers of Fending",36,"520,1,0,0","0,0,0,0",2
23084,"Diamond Greaves of Fending",38,"520,1,0,0","0,0,0,0",2
23086,"Diamond Helm of Maiming",34,"521,1,0,0","0,0,0,0",2
23088,"Diamond Armor of Maiming",35,"521,1,0,0","0,0,0,0",2
23090,"Diamond Gauntlets of Maiming",37,"521,1,0,0","0,0,0,0",2
23092,"Diamond Trousers of Maiming",36,"520,2,0,0","0,0,0,0",2
23094,"Diamond Greaves of Maiming",38,"520,2,0,0","0,0,0,0",2
23096,"Diamond Bandana of Striking",34,"522,1,0,0","0,0,0,0",2
23098,"Diamond Armor of Striking",35,"522,1,0,0","0,0,0,0",2
23100,"Diamond Gauntlets of Striking",37,"520,3,0,0","0,0,0,0",2
23102,"Diamond Trousers of Striking",36,"520,3,0,0","0,0,0,0",2
23104,"Diamond Boots of Striking",38,"526,2,0,0","0,0,0,0",2
23106,"Diamond Helm of Aiming",34,"521,2,0,0","0,0,0,0",2
23108,"Diamond Coat of Aiming",35,"523,1,0,0","0,0,0,0",2
23110,"Diamond Gauntlets of Aiming",37,"521,2,0,0","0,0,0,0",2
23112,"Diamond Trousers of Aiming",36,"525,2,0,0","0,0,0,0",2
23114,"Diamond Boots of Aiming",38,"525,2,0,0","0,0,0,0",2
23116,"Diamond Bandana of Scouting",34,"522,2,0,0","0,0,0,0",2
23118,"Diamond Armor of Scouting",35,"524,1,0,0","0,0,0,0",2
23120,"Diamond Gauntlets of Scouting",37,"521,3,0,0","0,0,0,0",2
23122,"Diamond Trousers of Scouting",36,"520,4,0,0","0,0,0,0",2
23124,"Diamond Boots of Scouting",38,"525,3,0,0","0,0,0,0",2
23126,"Diamond Circlet of Healing",34,"525,1,0,0","0,0,0,0",2
23128,"Diamond Robe of Healing",35,"525,1,0,0","0,0,0,0",2
23130,"Diamond Gloves of Healing",37,"525,1,0,0","0,0,0,0",2
23132,"Diamond Trousers of Healing",36,"525,1,0,0","0,0,0,0",2
23134,"Diamond Boots of Healing",38,"525,1,0,0","0,0,0,0",2
23136,"Diamond Hat of Casting",34,"526,1,0,0","0,0,0,0",2
23138,"Diamond Robe of Casting",35,"526,1,0,0","0,0,0,0",2
23140,"Diamond Gloves of Casting",37,"526,1,0,0","0,0,0,0",2
23142,"Diamond Trousers of Casting",36,"520,5,0,0","0,0,0,0",2
23144,"Diamond Boots of Casting",38,"526,1,0,0","0,0,0,0",2
23146,"Diamond Earring of Fending",41,"101,1,0,0","0,0,0,0",2
23148,"Diamond Earring of Slaying",41,"101,1,0,0","0,0,0,0",2
23150,"Diamond Earring of Aiming",41,"101,1,0,0","0,0,0,0",2
23152,"Diamond Earring of Healing",41,"101,1,0,0","0,0,0,0",2
23154,"Diamond Earring of Casting",41,"101,1,0,0","0,0,0,0",2
23156,"Diamond Necklace of Fending",40,"101,1,0,0","0,0,0,0",2
23158,"Diamond Necklace of Slaying",40,"101,1,0,0","0,0,0,0",2
23160,"Diamond Necklace of Aiming",40,"101,1,0,0","0,0,0,0",2
23162,"Diamond Necklace of Healing",40,"101,1,0,0","0,0,0,0",2
23164,"Diamond Necklace of Casting",40,"101,1,0,0","0,0,0,0",2
23166,"Diamond Bracelet of Fending",42,"101,1,0,0","0,0,0,0",2
23168,"Diamond Bracelet of Slaying",42,"101,1,0,0","0,0,0,0",2
23170,"Diamond Bracelet of Aiming",42,"101,1,0,0","0,0,0,0",2
23172,"Diamond Bracelet of Healing",42,"101,1,0,0","0,0,0,0",2
23174,"Diamond Bracelet of Casting",42,"101,1,0,0","0,0,0,0",2
23176,"Diamond Ring of Fending",43,"101,1,0,0","0,0,0,0",2
23178,"Diamond Ring of Slaying",43,"101,1,0,0","0,0,0,0",2
23180,"Diamond Ring of Aiming",43,"101,1,0,0","0,0,0,0",2
23182,"Diamond Ring of Healing",43,"101,1,0,0","0,0,0,0",2
23184,"Diamond Ring of Casting",43,"101,1,0,0","0,0,0,0",2
23186,"Carborundum Circlet of Fending",34,"520,1,0,0","0,0,0,0",2
23188,"Carborundum Armor of Fending",35,"520,1,0,0","0,0,0,0",2
23190,"Carborundum Gauntlets of Fending",37,"520,1,0,0","0,0,0,0",2
23192,"Carborundum Trousers of Fending",36,"520,1,0,0","0,0,0,0",2
23194,"Carborundum Greaves of Fending",38,"520,1,0,0","0,0,0,0",2
23196,"Carborundum Helm of Maiming",34,"521,1,0,0","0,0,0,0",2
23198,"Carborundum Armor of Maiming",35,"521,1,0,0","0,0,0,0",2
23200,"Carborundum Gauntlets of Maiming",37,"521,1,0,0","0,0,0,0",2
23202,"Carborundum Trousers of Maiming",36,"520,2,0,0","0,0,0,0",2
23204,"Carborundum Greaves of Maiming",38,"520,2,0,0","0,0,0,0",2
23206,"Carborundum Bandana of Striking",34,"522,1,0,0","0,0,0,0",2
23208,"Carborundum Armor of Striking",35,"522,1,0,0","0,0,0,0",2
23210,"Carborundum Gauntlets of Striking",37,"520,3,0,0","0,0,0,0",2
23212,"Carborundum Trousers of Striking",36,"520,3,0,0","0,0,0,0",2
23214,"Carborundum Boots of Striking",38,"526,2,0,0","0,0,0,0",2
23216,"Carborundum Helm of Aiming",34,"521,2,0,0","0,0,0,0",2
23218,"Carborundum Coat of Aiming",35,"523,1,0,0","0,0,0,0",2
23220,"Carborundum Gauntlets of Aiming",37,"521,2,0,0","0,0,0,0",2
23222,"Carborundum Trousers of Aiming",36,"525,2,0,0","0,0,0,0",2
23224,"Carborundum Boots of Aiming",38,"525,2,0,0","0,0,0,0",2
23226,"Carborundum Bandana of Scouting",34,"522,2,0,0","0,0,0,0",2
23228,"Carborundum Armor of Scouting",35,"524,1,0,0","0,0,0,0",2
23230,"Carborundum Gauntlets of Scouting",37,"521,3,0,0","0,0,0,0",2
23232,"Carborundum Trousers of Scouting",36,"520,4,0,0","0,0,0,0",2
23234,"Carborundum Boots of Scouting",38,"525,3,0,0","0,0,0,0",2
23236,"Carborundum Circlet of Healing",34,"525,1,0,0","0,0,0,0",2
23238,"Carborundum Robe of Healing",35,"525,1,0,0","0,0,0,0",2
23240,"Carborundum Gloves of Healing",37,"525,1,0,0","0,0,0,0",2
23242,"Carborundum Trousers of Healing",36,"525,1,0,0","0,0,0,0",2
23244,"Carborundum Boots of Healing",38,"525,1,0,0","0,0,0,0",2
23246,"Carborundum Hat of Casting",34,"526,1,0,0","0,0,0,0",2
23248,"Carborundum Robe of Casting",35,"526,1,0,0","0,0,0,0",2
23250,"Carborundum Gloves of Casting",37,"526,1,0,0","0,0,0,0",2
23252,"Carborundum Trousers of Casting",36,"520,5,0,0","0,0,0,0",2
23254,"Carborundum Boots of Casting",38,"526,1,0,0","0,0,0,0",2
23256,"Carborundum Earring of Fending",41,"101,1,0,0","0,0,0,0",2
23258,"Carborundum Earring of Slaying",41,"101,1,0,0","0,0,0,0",2
23260,"Carborundum Earring of Aiming",41,"101,1,0,0","0,0,0,0",2
23262,"Carborundum Earring of Healing",41,"101,1,0,0","0,0,0,0",2
23264,"Carborundum Earring of Casting",41,"101,1,0,0","0,0,0,0",2
23266,"Carborundum Necklace of Fending",40,"101,1,0,0","0,0,0,0",2
23268,"Carborundum Necklace of Slaying",40,"101,1,0,0","0,0,0,0",2
23270,"Carborundum Necklace of Aiming",40,"101,1,0,0","0,0,0,0",2
23272,"Carborundum Necklace of Healing",40,"101,1,0,0","0,0,0,0",2
23274,"Carborundum Necklace of Casting",40,"101,1,0,0","0,0,0,0",2
23276,"Carborundum Bracelet of Fending",42,"101,1,0,0","0,0,0,0",2
23278,"Carborundum Bracelet of Slaying",42,"101,1,0,0","0,0,0,0",2
23280,"Carborundum Bracelet of Aiming",42,"101,1,0,0","0,0,0,0",2
23282,"Carborundum Bracelet of Healing",42,"101,1,0,0","0,0,0,0",2
23284,"Carborundum Bracelet of Casting",42,"101,1,0,0","0,0,0,0",2
23286,"Carborundum Ring of Fending",43,"101,1,0,0","0,0,0,0",2
23288,"Carborundum Ring of Slaying",43,"101,1,0,0","0,0,0,0",2
23290,"Carborundum Ring of Aiming",43,"101,1,0,0","0,0,0,0",2
23292,"Carborundum Ring of Healing",43,"101,1,0,0","0,0,0,0",2
23294,"Carborundum Ring of Casting",43,"101,1,0,0","0,0,0,0",2
23296,"Farlander Wings of Fending",34,"384,2,0,0","0,0,0,0",2
23298,"Farlander Mail of Fending",35,"384,2,0,0","0,0,0,0",2
23300,"Farlander Gauntlets of Fending",37,"384,2,0,0","0,0,0,0",2
23302,"Farlander Breeches of Fending",36,"384,2,0,0","0,0,0,0",2
23304,"Farlander Thighboots of Fending",38,"384,2,0,0","0,0,0,0",2
23306,"Farlander Hood of Maiming",34,"383,2,0,0","0,0,0,0",2
23308,"Farlander Surcoat of Maiming",35,"383,2,0,0","0,0,0,0",2
23310,"Farlander Gauntlets of Maiming",37,"383,2,0,0","0,0,0,0",2
23312,"Farlander Breeches of Maiming",36,"383,2,0,0","0,0,0,0",2
23314,"Farlander Sollerets of Maiming",38,"383,2,0,0","0,0,0,0",2
23316,"Farlander Hood of Striking",34,"383,3,0,0","0,0,0,0",2
23318,"Farlander Surcoat of Striking",35,"383,3,0,0","0,0,0,0",2
23320,"Farlander Gauntlets of Striking",37,"383,3,0,0","0,0,0,0",2
23322,"Farlander Breeches of Striking",36,"383,3,0,0","0,0,0,0",2
23324,"Farlander Sollerets of Striking",38,"383,3,0,0","0,0,0,0",2
23326,"Farlander Hat of Aiming",34,"382,4,0,0","0,0,0,0",2
23328,"Farlander Top of Aiming",35,"382,4,0,0","0,0,0,0",2
23330,"Farlander Gloves of Aiming",37,"382,4,0,0","0,0,0,0",2
23332,"Farlander Bottoms of Aiming",36,"382,4,0,0","0,0,0,0",2
23334,"Farlander Boots of Aiming",38,"382,4,0,0","0,0,0,0",2
23336,"Farlander Hat of Scouting",34,"382,3,0,0","0,0,0,0",2
23338,"Farlander Top of Scouting",35,"382,3,0,0","0,0,0,0",2
23340,"Farlander Gloves of Scouting",37,"382,3,0,0","0,0,0,0",2
23342,"Farlander Bottoms of Scouting",36,"382,3,0,0","0,0,0,0",2
23344,"Farlander Boots of Scouting",38,"382,3,0,0","0,0,0,0",2
23346,"Farlander Hat of Healing",34,"385,4,0,0","0,0,0,0",2
23348,"Farlander Acton of Healing",35,"385,4,0,0","0,0,0,0",2
23350,"Farlander Gloves of Healing",37,"385,4,0,0","0,0,0,0",2
23352,"Farlander Bottoms of Healing",36,"385,4,0,0","0,0,0,0",2
23354,"Farlander Boots of Healing",38,"385,4,0,0","0,0,0,0",2
23356,"Farlander Hat of Casting",34,"386,3,0,0","0,0,0,0",2
23358,"Farlander Acton of Casting",35,"386,3,0,0","0,0,0,0",2
23360,"Farlander Gloves of Casting",37,"385,5,0,0","0,0,0,0",2
23362,"Farlander Bottoms of Casting",36,"386,3,0,0","0,0,0,0",2
23364,"Farlander Boots of Casting",38,"386,3,0,0","0,0,0,0",2
23366,"Farlander Earrings of Fending",41,"58,3,0,0","0,0,0,0",2
23368,"Farlander Earrings of Slaying",41,"58,3,0,0","0,0,0,0",2
23370,"Farlander Earrings of Aiming",41,"58,3,0,0","0,0,0,0",2
23372,"Farlander Earrings of Healing",41,"58,3,0,0","0,0,0,0",2
23374,"Farlander Earrings of Casting",41,"58,3,0,0","0,0,0,0",2
23376,"Farlander Choker of Fending",40,"58,3,0,0","0,0,0,0",2
23378,"Farlander Choker of Slaying",40,"58,3,0,0","0,0,0,0",2
23380,"Farlander Choker of Aiming",40,"58,3,0,0","0,0,0,0",2
23382,"Farlander Choker of Healing",40,"58,3,0,0","0,0,0,0",2
23384,"Farlander Choker of Casting",40,"58,3,0,0","0,0,0,0",2
23386,"Farlander Bangle of Fending",42,"58,3,0,0","0,0,0,0",2
23388,"Farlander Bangle of Slaying",42,"58,3,0,0","0,0,0,0",2
23390,"Farlander Bangle of Aiming",42,"58,3,0,0","0,0,0,0",2
23392,"Farlander Bangle of Healing",42,"58,3,0,0","0,0,0,0",2
23394,"Farlander Bangle of Casting",42,"58,3,0,0","0,0,0,0",2
23396,"Farlander Ring of Fending",43,"58,3,0,0","0,0,0,0",2
23398,"Farlander Ring of Slaying",43,"58,3,0,0","0,0,0,0",2
23400,"Farlander Ring of Aiming",43,"58,3,0,0","0,0,0,0",2
23402,"Farlander Ring of Healing",43,"58,3,0,0","0,0,0,0",2
23404,"Farlander Ring of Casting",43,"58,3,0,0","0,0,0,0",2
23405,"Nightsteel Sword",2,"201,60,3,0","0,0,0,0",2
23406,"Nightsteel Claws",1,"323,24,1,0","373,24,1,0",2
23407,"Nightsteel Battleaxe",3,"401,39,3,0","0,0,0,0",2
23408,"Black Willow Spear",5,"511,1,3,0","0,0,0,0",2
23409,"Black Willow Greatbow",4,"601,28,3,0","698,28,2,0",2
23410,"Nightsteel Daggers",84,"1801,30,3,0","1851,30,3,0",2
23411,"Nightsteel Greatsword",87,"1501,30,3,0","0,0,0,0",2
23412,"Nightsteel Blunderbuss",88,"2003,1,4,0","2099,1,1,0",2
23413,"Black Willow Cane",9,"801,30,3,0","0,0,0,0",2
23414,"Silvergrace Rod",7,"1001,26,3,0","0,0,0,0",2
23415,"Silvergrace Grimoire",10,"1701,26,3,0","0,0,0,0",2
23416,"Silvergrace Codex",98,"1721,1,3,0","0,0,0,0",2
23417,"Silvergrace Planisphere",89,"2101,13,3,0","2199,1,103,0",2
23418,"Nightsteel Katana",96,"2201,1,2,0","2251,1,2,0",2
23419,"Silvergrace Rapier",97,"2301,3,2,0","2351,3,2,0",2
23420,"Nightsteel Shield",11,"101,34,3,0","0,0,0,0",2
23422,"Nightsteel Helm of Fending",34,"301,3,0,0","0,0,0,0",2
23424,"Nightsteel Armor of Fending",35,"301,3,0,0","0,0,0,0",2
23426,"Nightsteel Gauntlets of Fending",37,"301,3,0,0","0,0,0,0",2
23428,"True Linen Skirt of Fending",36,"301,3,0,0","0,0,0,0",2
23430,"Nightsteel Sabatons of Fending",38,"301,3,0,0","0,0,0,0",2
23432,"Nightsteel Helm of Maiming",34,"301,4,0,0","0,0,0,0",2
23434,"Nightsteel Mail of Maiming",35,"302,2,0,0","0,0,0,0",2
23436,"Nightsteel Gauntlets of Maiming",37,"301,4,0,0","0,0,0,0",2
23438,"True Linen Breeches of Maiming",36,"302,2,0,0","0,0,0,0",2
23440,"Nightsteel Greaves of Maiming",38,"301,4,0,0","0,0,0,0",2
23442,"Silvergrace Halfmask of Striking",34,"303,2,0,0","0,0,0,0",2
23444,"True Linen Coat of Striking",35,"303,2,0,0","0,0,0,0",2
23446,"True Linen Halfgloves of Striking",37,"303,2,0,0","0,0,0,0",2
23448,"True Linen Trousers of Striking",36,"303,2,0,0","0,0,0,0",2
23450,"Slothskin Boots of Striking",38,"303,2,0,0","0,0,0,0",2
23452,"True Linen Cap of Aiming",34,"304,5,0,0","0,0,0,0",2
23454,"True Linen Jacket of Aiming",35,"304,5,0,0","0,0,0,0",2
23456,"Slothskin Gloves of Aiming",37,"304,5,0,0","0,0,0,0",2
23458,"True Linen Breeches of Aiming",36,"304,5,0,0","0,0,0,0",2
23460,"Slothskin Boots of Aiming",38,"304,5,0,0","0,0,0,0",2
23462,"True Linen Cap of Scouting",34,"304,6,0,0","0,0,0,0",2
23464,"True Linen Jacket of Scouting",35,"304,6,0,0","0,0,0,0",2
23466,"Slothskin Gloves of Scouting",37,"304,6,0,0","0,0,0,0",2
23468,"True Linen Breeches of Scouting",36,"304,6,0,0","0,0,0,0",2
23470,"Slothskin Thighboots of Scouting",38,"304,6,0,0","0,0,0,0",2
23472,"True Linen Hat of Healing",34,"305,3,0,0","0,0,0,0",2
23474,"True Linen Robe of Healing",35,"305,3,0,0","0,0,0,0",2
23476,"True Linen Gloves of Healing",37,"305,3,0,0","0,0,0,0",2
23478,"True Linen Breeches of Healing",36,"304,7,0,0","0,0,0,0",2
23480,"Slothskin Boots of Healing",38,"305,3,0,0","0,0,0,0",2
23482,"True Linen Hat of Casting",34,"305,4,0,0","0,0,0,0",2
23484,"True Linen Robe of Casting",35,"305,4,0,0","0,0,0,0",2
23486,"True Linen Gloves of Casting",37,"305,4,0,0","0,0,0,0",2
23488,"True Linen Breeches of Casting",36,"304,8,0,0","0,0,0,0",2
23490,"Slothskin Boots of Casting",38,"305,4,0,0","0,0,0,0",2
23492,"Silvergrace Earring of Fending",41,"56,1,0,0","0,0,0,0",2
23494,"Silvergrace Earring of Slaying",41,"56,1,0,0","0,0,0,0",2
23496,"Silvergrace Earring of Aiming",41,"56,1,0,0","0,0,0,0",2
23498,"Silvergrace Earring of Healing",41,"56,1,0,0","0,0,0,0",2
23500,"Silvergrace Earring of Casting",41,"56,1,0,0","0,0,0,0",2
